Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
5090,x,y,g,f,f,f,c,b,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p
5091,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p
5092,f,f,y,f,f,f,c,b,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
5093,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
5094,x,f,y,f,f,f,c,b,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
5095,f,f,y,f,f,f,c,b,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
5096,x,y,y,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,p
5097,b,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5098,k,y,p,t,n,f,c,b,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5099,x,y,y,f,f,f,c,b,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
5100,x,f,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
5101,k,y,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5102,f,y,y,f,f,f,c,b,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
5103,x,s,w,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,p
5104,x,y,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
5105,x,y,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
5106,x,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
5107,f,g,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
5108,x,s,g,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5109,f,y,c,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
5110,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
5111,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,p
5112,f,y,y,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
5113,f,y,p,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5114,x,s,b,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5115,x,s,g,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p
5116,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
5117,k,y,c,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
5118,x,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5119,x,s,w,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,p
5120,f,s,b,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p
5121,f,s,b,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5122,k,y,c,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
5123,x,y,g,f,f,f,c,b,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
5124,f,s,w,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,p
5125,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p
5126,c,g,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
5127,x,s,g,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5128,b,g,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
5129,x,s,b,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5130,f,s,w,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5131,b,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5132,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
5133,x,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
5134,k,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5135,k,y,b,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5136,f,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5137,f,s,b,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5138,f,y,y,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p
5139,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
5140,f,s,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5141,x,y,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
5142,x,y,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
5143,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
5144,x,s,e,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5145,x,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
5146,x,f,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
5147,x,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
5148,f,f,n,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
5149,x,y,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
5150,x,s,b,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5151,f,y,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5152,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,p
5153,f,y,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5154,x,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5155,x,y,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
5156,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p
5157,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5158,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,p
5159,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,p
5160,x,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
5161,x,s,b,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5162,f,f,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5163,x,y,e,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5164,f,s,b,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,p
5165,f,s,w,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p
5166,k,y,e,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5167,x,f,y,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
5168,x,f,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
5169,x,y,n,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5170,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p
5171,f,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5172,f,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,p
5173,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
5174,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
5175,x,s,p,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5176,f,s,p,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5177,b,y,w,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5178,x,y,c,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,e
5179,f,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5180,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5181,x,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5182,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p
5183,x,s,b,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5184,x,s,w,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,p
5185,f,y,c,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
5186,x,y,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
5187,f,f,y,f,f,f,c,b,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
5188,x,y,w,f,n,f,c,n,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5189,x,y,y,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
5190,f,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5191,f,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5192,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
5193,k,s,p,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5194,x,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
5195,x,y,g,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
5196,f,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5197,k,y,p,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5198,x,f,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p
5199,f,y,g,f,f,f,c,b,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
5200,f,f,g,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
5201,x,s,b,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,p
5202,x,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
5203,x,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
5204,f,f,y,f,f,f,c,b,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
5205,f,f,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
5206,k,s,b,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5207,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
5208,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
5209,x,s,g,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5210,f,s,n,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5211,x,y,g,f,f,f,c,b,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p
5212,x,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
5213,x,s,g,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,p
5214,x,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5215,f,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5216,k,y,b,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5217,x,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,p
5218,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
5219,k,y,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5220,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
5221,x,y,p,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5222,f,s,g,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5223,x,s,p,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5224,b,y,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
5225,f,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,p
5226,x,y,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
5227,x,y,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
5228,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p
5229,x,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
5230,k,y,p,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5231,k,f,c,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,e
5232,x,y,y,f,f,f,c,b,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,p
5233,x,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5234,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
5235,f,y,y,f,f,f,c,b,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,p
5236,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p
5237,k,y,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
5238,k,f,n,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,e
5239,k,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5240,f,s,w,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,p
5241,f,y,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5242,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p
5243,k,s,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5244,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p
5245,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
5246,x,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
5247,x,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p
5248,b,y,w,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5249,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
5250,x,s,w,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,p
5251,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5252,k,y,b,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5253,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
5254,x,s,b,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g,p
5255,b,y,b,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5256,x,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,p
5257,k,s,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5258,f,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
5259,x,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5260,f,s,g,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5261,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,p
5262,k,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5263,f,s,b,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5264,f,s,e,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5265,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
5266,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
5267,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
5268,x,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5269,k,s,n,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5270,f,y,g,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,p
5271,x,s,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5272,f,s,w,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
5273,k,f,n,f,n,f,w,n,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e
5274,x,y,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
5275,f,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5276,x,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,p
5277,k,y,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5278,f,s,w,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5279,f,f,y,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p
5280,k,y,p,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5281,f,y,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
5282,f,s,b,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5283,f,y,w,f,n,f,c,n,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,e
5284,x,y,r,f,n,f,c,n,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5285,x,s,b,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5286,f,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5287,x,y,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
5288,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p
5289,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p
5290,f,s,b,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,p
5291,f,s,e,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5292,x,y,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
5293,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
5294,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
5295,x,s,n,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5296,f,s,g,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g,p
5297,x,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
5298,f,s,w,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,p
5299,x,f,c,f,n,f,w,n,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e
5300,f,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5301,f,f,g,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,p
5302,x,y,r,f,n,f,c,n,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,e
5303,x,f,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
5304,x,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
5305,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
5306,f,y,e,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
5307,x,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p
5308,k,y,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5309,f,y,e,t,n,f,c,b,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5310,x,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
5311,b,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
5312,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
5313,f,y,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
5314,x,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
5315,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,p
5316,f,y,n,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5317,b,y,w,t,n,f,c,b,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
5318,x,y,n,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
5319,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
5320,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,p
5321,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
5322,x,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,p
5323,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5324,x,y,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
5325,f,y,w,f,n,f,c,n,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5326,x,y,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
5327,f,f,g,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,p
5328,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
5329,x,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5330,f,y,g,f,f,f,c,b,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,p
5331,x,s,w,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5332,k,y,y,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
5333,f,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p
5334,f,s,g,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,p
5335,x,y,c,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
5336,x,s,w,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,p
5337,x,y,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
5338,f,y,p,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5339,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
5340,x,s,p,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
5341,f,y,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5342,x,f,y,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
5343,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
5344,f,f,n,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,e
5345,x,f,n,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
5346,x,y,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
5347,f,s,g,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,p
5348,x,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5349,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
5350,x,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,p
5351,x,y,r,f,n,f,c,n,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5352,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,p
5353,f,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,p
5354,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
5355,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p
5356,f,s,w,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p
5357,x,s,w,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
5358,f,y,g,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,p
5359,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
5360,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
