Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5115,x,s,g,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g
5116,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
5117,k,y,c,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
5118,x,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
5119,x,s,w,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g
5120,f,s,b,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u
5121,f,s,b,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g
5122,k,y,c,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
5123,x,y,g,f,f,f,c,b,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
5124,f,s,w,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
5125,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u
5126,c,g,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
5127,x,s,g,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u
5128,b,g,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
5129,x,s,b,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g
5130,f,s,w,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
5131,b,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5132,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
5133,x,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
5134,k,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5135,k,y,b,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
5136,f,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
5137,f,s,b,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
5138,f,y,y,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
5139,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
5140,f,s,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
5141,x,y,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
5142,x,y,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
5143,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
5144,x,s,e,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5145,x,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
5146,x,f,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
5147,x,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
5148,f,f,n,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
5149,x,y,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
5150,x,s,b,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
5151,f,y,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5152,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
5153,f,y,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m
5154,x,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5155,x,y,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
5156,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g
5157,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
5158,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
5159,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
5160,x,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
5161,x,s,b,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g
5162,f,f,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5163,x,y,e,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5164,f,s,b,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g
5165,f,s,w,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
5166,k,y,e,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
5167,x,f,y,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
5168,x,f,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5169,x,y,n,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5170,x,y,g,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
5171,f,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
5172,f,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
5173,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
5174,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
5175,x,s,p,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5176,f,s,p,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
5177,b,y,w,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
5178,x,y,c,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5179,f,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5180,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
5181,x,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g
5182,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
5183,x,s,b,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u
5184,x,s,w,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g
5185,f,y,c,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
5186,x,y,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
5187,f,f,y,f,f,f,c,b,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
5188,x,y,w,f,n,f,c,n,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
5189,x,y,y,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
5190,f,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
5191,f,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
5192,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
5193,k,s,p,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5194,x,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
5195,x,y,g,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
5196,f,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
5197,k,y,p,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5198,x,f,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
5199,f,y,g,f,f,f,c,b,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
5200,f,f,g,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
5201,x,s,b,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g
5202,x,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
5203,x,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
5204,f,f,y,f,f,f,c,b,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
5205,f,f,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5206,k,s,b,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5207,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
5208,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
5209,x,s,g,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
5210,f,s,n,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5211,x,y,g,f,f,f,c,b,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
5212,x,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
5213,x,s,g,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u
5214,x,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
5215,f,y,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
5216,k,y,b,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5217,x,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u
5218,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
5219,k,y,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5220,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
5221,x,y,p,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
5222,f,s,g,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
5223,x,s,p,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5224,b,y,n,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5225,f,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
5226,x,y,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
5227,x,y,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
5228,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u
5229,x,y,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
5230,k,y,p,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5231,k,f,c,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5232,x,y,y,f,f,f,c,b,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
5233,x,s,n,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5234,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
5235,f,y,y,f,f,f,c,b,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
5236,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u
5237,k,y,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
5238,k,f,n,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5239,k,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5240,f,s,w,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g
5241,f,y,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5242,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
5243,k,s,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5244,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
5245,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
5246,x,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
5247,x,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
5248,b,y,w,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
5249,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
5250,x,s,w,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
5251,x,s,b,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
5252,k,y,b,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5253,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
5254,x,s,b,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g
5255,b,y,b,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
5256,x,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
5257,k,s,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5258,f,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
5259,x,f,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5260,f,s,g,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g
5261,f,y,y,f,f,f,c,b,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
5262,k,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5263,f,s,b,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u
5264,f,s,e,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5265,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
5266,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
5267,x,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
5268,x,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u
5269,k,s,n,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
5270,f,y,g,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
5271,x,s,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5272,f,s,w,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
5273,k,f,n,f,n,f,w,n,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l
5274,x,y,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
5275,f,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
5276,x,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
5277,k,y,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5278,f,s,w,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
5279,f,f,y,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
5280,k,y,p,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5281,f,y,w,t,n,f,w,n,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
5282,f,s,b,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u
5283,f,y,w,f,n,f,c,n,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d
5284,x,y,r,f,n,f,c,n,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d
5285,x,s,b,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5286,f,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g
5287,x,y,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
5288,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
5289,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g
5290,f,s,b,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g
5291,f,s,e,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5292,x,y,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
5293,f,f,g,f,f,f,c,b,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
5294,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
5295,x,s,n,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5296,f,s,g,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g
5297,x,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
5298,f,s,w,t,f,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g
5299,x,f,c,f,n,f,w,n,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l
5300,f,s,g,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g
5301,f,f,g,f,f,f,c,b,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
5302,x,y,r,f,n,f,c,n,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
5303,x,f,y,f,f,f,c,b,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
5304,x,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
5305,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
5306,f,y,e,t,n,f,c,b,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
5307,x,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u
5308,k,y,n,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5309,f,y,e,t,n,f,c,b,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
5310,x,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
5311,b,y,n,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5312,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
5313,f,y,b,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5314,x,s,w,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
5315,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
5316,f,y,n,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5317,b,y,w,t,n,f,c,b,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
5318,x,y,n,f,n,f,w,n,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
5319,f,y,y,f,f,f,c,b,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
5320,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
5321,x,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
5322,x,s,g,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u
5323,f,s,g,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
5324,x,y,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
5325,f,y,w,f,n,f,c,n,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d
5326,x,y,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
5327,f,f,g,f,f,f,c,b,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
5328,x,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
5329,x,s,w,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
5330,f,y,g,f,f,f,c,b,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
5331,x,s,w,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u
5332,k,y,y,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5333,f,s,w,t,f,f,c,b,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u
5334,f,s,g,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u
5335,x,y,c,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
5336,x,s,w,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
5337,x,y,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
5338,f,y,p,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
5339,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
5340,x,s,p,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
5341,f,y,b,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
5342,x,f,y,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5343,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
5344,f,f,n,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5345,x,f,n,f,n,f,w,n,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
5346,x,y,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
5347,f,s,g,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u
5348,x,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
5349,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
5350,x,s,b,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g
5351,x,y,r,f,n,f,c,n,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
5352,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
5353,f,s,g,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
5354,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
5355,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
5356,f,s,w,t,f,f,c,b,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u
5357,x,s,w,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
5358,f,y,g,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
5359,f,y,y,f,f,f,c,b,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
5360,x,y,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
5361,x,y,y,f,n,f,c,n,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
5362,f,s,n,t,n,f,c,b,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
5363,f,y,y,f,f,f,c,b,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
5364,f,s,g,t,f,f,c,b,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u
5365,x,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
5366,f,y,y,f,f,f,c,b,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
5367,f,y,y,f,f,f,c,b,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
5368,f,s,w,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u
5369,f,s,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
5370,f,y,y,f,f,f,c,b,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
5371,k,s,p,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5372,x,s,b,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g
5373,x,s,w,t,f,f,c,b,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
5374,x,s,w,t,f,f,c,b,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g
5375,x,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
5376,b,y,p,t,n,f,c,b,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m
5377,x,s,b,t,f,f,c,b,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
5378,x,y,p,t,n,f,c,b,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
5379,x,y,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
5380,x,y,y,f,f,f,c,b,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
5381,x,s,w,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u
5382,f,y,b,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5383,f,s,b,t,f,f,c,b,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u
5384,x,f,c,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5385,f,s,p,t,n,f,c,b,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
5386,x,y,n,f,n,f,w,n,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
5387,f,s,p,t,n,f,c,b,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
5388,f,s,g,t,f,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u
5389,k,s,e,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5390,k,y,e,t,n,f,c,b,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
5391,f,s,w,t,f,f,c,b,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
5392,k,s,b,t,n,f,c,b,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
5393,x,s,b,t,f,f,c,b,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g
5394,b,y,y,f,n,f,c,n,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
5395,x,s,w,t,f,f,c,b,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u
5396,x,f,y,f,f,f,c,b,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
